,Year,day,,Time,Levels(ft),Inflows(Cs),Disch(Cs)
12,2009,12 July 2009,193,2009.526,1535.14,36986,27711
13,2009,13 July 2009,194,2009.529,1536.6,38577,27913
14,2009,14 July 2009,195,2009.532,1538.94,45091,28000
15,2009,15 July 2009,196,2009.534,1541.5,48225,27914
16,2009,16 July 2009,197,2009.537,1543.56,45218,27956
17,2009,17 July 2009,198,2009.540,1544.7,37597,28044
18,2009,18 July 2009,199,2009.542,1545.57,35333,28043
19,2009,19 July 2009,200,2009.545,1547.1,40993,28173
20,2009,20 July 2009,201,2009.548,1548.6,40439,27870
21,2009,21 July 2009,202,2009.551,1550.32,42456,28043
22,2009,22 July 2009,203,2009.553,1552.14,41158,25908
23,2009,23 July 2009,204,2009.556,1553.5,39272,27876
24,2009,24 July 2009,205,2009.559,1554.76,38516,27957
25,2009,25 July 2009,206,2009.562,1556.24,40402,28000
26,2009,26 July 2009,207,2009.564,1557.6,39396,28000
27,2009,27 July 2009,208,2009.567,1559.05,40150,28000
28,2009,28 July 2009,209,2009.570,1560.92,45508,28000
29,2009,29 July 2009,210,2009.573,1564.15,60140,26625
30,2009,30 July 2009,211,2009.575,1568.08,58870,18092
31,2009,31 July 2009,212,2009.578,1569.85,39013,20647
1,2009,01 August 2009,213,2009.581,1571.5,28230,21083
2,2009,02 August 2009,214,2009.584,1573.07,37291,21000
3,2009,03 August 2009,215,2009.586,1574.57,36564,21000
4,2009,04 August 2009,216,2009.589,1576.09,36773,21000
5,2009,05 August 2009,217,2009.592,1577.75,38224,21000
6,2009,06 August 2009,218,2009.595,1579.77,41960,21000
7,2009,07 August 2009,219,2009.597,1583.7,68688,20124
8,2009,08 August 2009,220,2009.600,1585.7,44794,19834
9,2009,09 August 2009,221,2009.603,1587.32,40261,20042
10,2009,10 August 2009,222,2009.605,1588.8,39428,20958
11,2009,11 August 2009,223,2009.608,1590.26,39222,21000
12,2009,12 August 2009,224,2009.611,1591.74,36678,18208
13,2009,13 August 2009,225,2009.614,1593.28,37178,17958
14,2009,14 August 2009,226,2009.616,1594.94,38220,17503
15,2009,15 August 2009,227,2009.619,1596.74,39965,17500
16,2009,16 August 2009,228,2009.622,1598.88,44246,17539
17,2009,17 August 2009,229,2009.625,1600.67,41022,17500
18,2009,18 August 2009,230,2009.627,1602.5,43527,17461
19,2009,19 August 2009,231,2009.630,1604.16,41183,17539
20,2009,20 August 2009,232,2009.633,1605.67,39008,17500
21,2009,21 August 2009,233,2009.636,1606.62,31032,17500
22,2009,22 August 2009,234,2009.638,1607.3,27945,18260
23,2009,23 August 2009,235,2009.641,1608,28555,18584
24,2009,24 August 2009,236,2009.644,1608.64,27616,18500
25,2009,25 August 2009,237,2009.647,1609.26,27289,18458
26,2009,26 August 2009,238,2009.649,1609.91,27799,18542
27,2009,27 August 2009,239,2009.652,1610.55,27700,18583
28,2009,28 August 2009,240,2009.655,1611.18,27474,18500
29,2009,29 August 2009,241,2009.658,1611.75,26577,18458
30,2009,30 August 2009,242,2009.660,1612.46,28612,18500
31,2009,31 August 2009,243,2009.663,1613.65,35409,18459
1,2009,01 September 2009,244,2009.666,1615.72,45402,15917
2,2009,02 September 2009,245,2009.668,1616.83,32303,16493
3,2009,03 September 2009,246,2009.671,1617.37,28066,20375
4,2009,04 September 2009,247,2009.674,1618.18,32830,21292
5,2009,05 September 2009,248,2009.677,1618.6,25942,19960
6,2009,06 September 2009,249,2009.679,1618.84,23380,19961
7,2009,07 September 2009,250,2009.682,1618.78,20692,21546
8,2009,08 September 2009,251,2009.685,1618.6,18599,21164
9,2009,09 September 2009,252,2009.688,1618.4,19191,22040
10,2009,10 September 2009,253,2009.690,1620.04,44439,21004
11,2009,11 September 2009,254,2009.693,1623.4,73481,19326
12,2009,12 September 2009,255,2009.696,1626.24,61415,15639
13,2009,13 September 2009,256,2009.699,1629.66,65461,10339
14,2009,14 September 2009,257,2009.701,1631.82,44404,9590
15,2009,15 September 2009,258,2009.704,1633.32,35159,10983
16,2009,16 September 2009,259,2009.707,1634.31,29102,13145
17,2009,17 September 2009,260,2009.710,1635.15,27668,14128
18,2009,18 September 2009,261,2009.712,1635.72,25731,16545
19,2009,19 September 2009,262,2009.715,1636.09,23886,17921
20,2009,20 September 2009,263,2009.718,1636.37,22970,18458
21,2009,21 September 2009,264,2009.721,1636.56,21642,18579
22,2009,22 September 2009,265,2009.723,1636.9,21608,16128
23,2009,23 September 2009,266,2009.726,1637.24,21645,16164
24,2009,24 September 2009,267,2009.729,1637.56,21157,16000
25,2009,25 September 2009,268,2009.732,1637.86,20794,15959
26,2009,26 September 2009,269,2009.734,1638.14,20390,15877
27,2009,27 September 2009,270,2009.737,1638.41,20351,16000
28,2009,28 September 2009,271,2009.740,1638.65,19790,15921
29,2009,29 September 2009,272,2009.742,1638.81,18578,16000
30,2009,30 September 2009,273,2009.745,1638.97,18579,16000
1,2009,01 October 2009,274,2009.748,1639.1,18175,16079
2,2009,02 October 2009,275,2009.751,1639.27,17091,14351
3,2009,03 October 2009,276,2009.753,1639.4,16734,14639
4,2009,04 October 2009,277,2009.756,1639.51,16334,14561
5,2009,05 October 2009,278,2009.759,1639.73,17810,14264
6,2009,06 October 2009,279,2009.762,1639.84,15456,13683
7,2009,07 October 2009,280,2009.764,1639.96,15836,13902
8,2009,08 October 2009,281,2009.767,1640.02,14348,13346
9,2009,09 October 2009,282,2009.770,1640.08,13930,12857
10,2009,10 October 2009,283,2009.773,1640.22,14459,11958
11,2009,11 October 2009,284,2009.775,1640.32,13509,11721
12,2009,12 October 2009,285,2009.778,1640.39,12776,11524
13,2009,13 October 2009,286,2009.781,1640.42,12375,11840
14,2009,14 October 2009,287,2009.784,1640.41,11622,11800
15,2009,15 October 2009,288,2009.786,1640.4,11621,11800
16,2009,16 October 2009,289,2009.789,1640.38,11443,11800
17,2009,17 October 2009,290,2009.792,1640.32,10924,11997
18,2009,18 October 2009,291,2009.795,1640.26,10727,11800
19,2009,19 October 2009,292,2009.797,1640.21,10907,11800
20,2009,20 October 2009,293,2009.800,1640.14,10509,11760
21,2009,21 October 2009,294,2009.803,1640.04,9636,11423
22,2009,22 October 2009,295,2009.805,1639.98,10080,11118
23,2009,23 October 2009,296,2009.808,1639.9,9632,10921
24,2009,24 October 2009,297,2009.811,1639.82,9631,10921
25,2009,25 October 2009,298,2009.814,1639.73,9669,11119
26,2009,26 October 2009,299,2009.816,1639.63,9270,10881
27,2009,27 October 2009,300,2009.819,1639.48,8842,11261
28,2009,28 October 2009,301,2009.822,1639.29,8602,11663
29,2009,29 October 2009,302,2009.825,1639.09,8515,11739
30,2009,30 October 2009,303,2009.827,1638.92,8920,11661
31,2009,31 October 2009,304,2009.830,1638.52,8799,15246
1,2009,01 November 2009,305,2009.833,1638.05,8886,16461
2,2009,02 November 2009,306,2009.836,1637.54,8320,16539
3,2009,03 November 2009,307,2009.838,1637.05,8563,16461
4,2009,04 November 2009,308,2009.841,1636.53,8119,16500
5,2009,05 November 2009,309,2009.844,1636.04,8720,16618
6,2009,06 November 2009,310,2009.847,1635.56,8802,16539
7,2009,07 November 2009,311,2009.849,1635.06,8362,16421
8,2009,08 November 2009,312,2009.852,1634.56,8363,16422
9,2009,09 November 2009,313,2009.855,1634.06,8362,16421
10,2009,10 November 2009,314,2009.858,1633.66,9057,15504
11,2009,11 November 2009,315,2009.860,1633.26,8711,15158
12,2009,12 November 2009,316,2009.863,1632.88,8835,14960
13,2009,13 November 2009,317,2009.866,1632.5,8876,15000
14,2009,14 November 2009,318,2009.868,1632.14,8819,14621
15,2009,15 November 2009,319,2009.871,1631.8,9139,14620
16,2009,16 November 2009,320,2009.874,1631.58,11074,14620
17,2009,17 November 2009,321,2009.877,1631.3,10187,14700
18,2009,18 November 2009,322,2009.879,1630.94,8938,14740
19,2009,19 November 2009,323,2009.882,1630.54,8253,14700
20,2009,20 November 2009,324,2009.885,1630.12,7850,14620
21,2009,21 November 2009,325,2009.888,1629.7,7930,14700
22,2009,22 November 2009,326,2009.890,1629.26,7499,14590
23,2009,23 November 2009,327,2009.893,1628.85,7391,14000
24,2009,24 November 2009,328,2009.896,1628.46,7346,13632
25,2009,25 November 2009,329,2009.899,1628.18,7756,12269
26,2009,26 November 2009,330,2009.901,1627.89,7333,12006
27,2009,27 November 2009,331,2009.904,1627.58,6802,11799
28,2009,28 November 2009,332,2009.907,1627.25,6920,12238
29,2009,29 November 2009,333,2009.910,1626.89,6591,12394
30,2009,30 November 2009,334,2009.912,1626.5,6781,13067
1,2009,01 December 2009,335,2009.915,1626.08,6650,13420
2,2009,02 December 2009,336,2009.918,1625.68,6831,13278
3,2009,03 December 2009,337,2009.921,1625.28,6773,13220
4,2009,04 December 2009,338,2009.923,1624.87,6661,13270
5,2009,05 December 2009,339,2009.926,1624.44,6489,13419
6,2009,06 December 2009,340,2009.929,1624.02,6730,13500
7,2009,07 December 2009,341,2009.932,1623.63,6439,12724
8,2009,08 December 2009,342,2009.934,1623.24,6314,12600
9,2009,09 December 2009,343,2009.937,1622.8,5781,12873
10,2009,10 December 2009,344,2009.940,1622.33,5525,13100
11,2009,11 December 2009,345,2009.942,1621.82,5650,13871
12,2009,12 December 2009,346,2009.945,1621.28,5810,14513
13,2009,13 December 2009,347,2009.948,1620.75,5736,14279
14,2009,14 December 2009,348,2009.951,1620.2,6095,14959
15,2009,15 December 2009,349,2009.953,1619.6,6184,15106
16,2009,16 December 2009,350,2009.956,1618.95,6312,15570
17,2009,17 December 2009,351,2009.959,1618.28,6518,16060
18,2009,18 December 2009,352,2009.962,1617.65,6873,15848
19,2009,19 December 2009,353,2009.964,1617,6642,15900
20,2009,20 December 2009,354,2009.967,1616.31,6152,15980
21,2009,21 December 2009,355,2009.970,1615.62,5952,15780
22,2009,22 December 2009,356,2009.973,1614.9,6061,16317
23,2009,23 December 2009,357,2009.975,1614.2,6245,16215
24,2009,24 December 2009,358,2009.978,1613.46,6005,16545
25,2009,25 December 2009,359,2009.981,1612.71,5717,16400
26,2009,26 December 2009,360,2009.984,1611.99,6145,16400
27,2009,27 December 2009,361,2009.986,1611.26,6003,16400
28,2009,28 December 2009,362,2009.989,1610.54,6103,16359
29,2009,29 December 2009,363,2009.992,1609.76,5331,16441
30,2009,30 December 2009,364,2009.995,1608.98,5249,16359
31,2009,31 December 2009,365,2009.997,1608.22,5616,16441
1,2010,01 January 2010,1,2010.000,1607.42,5767,17163
2,2010,02 January 2010,2,2010.003,1606.7,6250,16504
3,2010,03 January 2010,3,2010.005,1605.88,4831,16511
4,2010,04 January 2010,4,2010.008,1605.05,5400,17223
5,2010,05 January 2010,5,2010.011,1604.22,5178,17000
6,2010,06 January 2010,6,2010.014,1603.41,5636,17174
7,2010,07 January 2010,7,2010.016,1602.6,5324,16861
8,2010,08 January 2010,8,2010.019,1601.77,5109,16930
9,2010,09 January 2010,9,2010.022,1600.93,5034,17000
10,2010,10 January 2010,10,2010.025,1600.08,4894,17000
11,2010,11 January 2010,11,2010.027,1599.2,5876,17000
12,2010,12 January 2010,12,2010.030,1598.42,5988,15723
13,2010,13 January 2010,13,2010.033,1597.69,5088,14199
14,2010,14 January 2010,14,2010.036,1596.96,5843,14953
15,2010,15 January 2010,15,2010.038,1596.22,5914,15149
16,2010,16 January 2010,16,2010.041,1595.44,5374,15110
17,2010,17 January 2010,17,2010.044,1594.64,5406,15390
18,2010,18 January 2010,18,2010.047,1593.88,5869,15354
19,2010,19 January 2010,19,2010.049,1593.12,5766,15250
20,2010,20 January 2010,20,2010.052,1592.31,4586,14695
21,2010,21 January 2010,21,2010.055,1591.54,4751,14362
22,2010,22 January 2010,22,2010.058,1590.81,5894,15004
23,2010,23 January 2010,23,2010.060,1589.98,4841,15200
24,2010,24 January 2010,24,2010.063,1589.15,4842,15200
25,2010,25 January 2010,25,2010.066,1588.3,4707,15316
26,2010,26 January 2010,26,2010.068,1587.44,4386,15119
27,2010,27 January 2010,27,2010.071,1586.58,4432,15165
28,2010,28 January 2010,28,2010.074,1585.72,4502,15235
29,2010,29 January 2010,29,2010.077,1584.84,4378,15361
30,2010,30 January 2010,30,2010.079,1583.95,4331,15438
31,2010,31 January 2010,31,2010.082,1583.04,4264,15621
1,2010,01 February 2010,32,2010.085,1582.12,3938,15419
2,2010,02 February 2010,33,2010.088,1581.14,3863,16095
3,2010,03 February 2010,34,2010.090,1580.13,4360,16965
4,2010,04 February 2010,35,2010.093,1578.98,4787,16993
5,2010,05 February 2010,36,2010.096,1577.88,5686,17100
6,2010,06 February 2010,37,2010.099,1576.77,5622,17140
7,2010,07 February 2010,38,2010.101,1575.65,5479,17100
8,2010,08 February 2010,39,2010.104,1574.58,5917,17020
9,2010,09 February 2010,40,2010.107,1573.56,5818,16401
10,2010,10 February 2010,41,2010.110,1573.03,9649,15149
11,2010,11 February 2010,42,2010.112,1572.35,8303,15358
12,2010,12 February 2010,43,2010.115,1571.43,5912,15460
13,2010,13 February 2010,44,2010.118,1570.49,5882,15635
14,2010,14 February 2010,45,2010.121,1569.48,5294,15774
15,2010,15 February 2010,46,2010.123,1568.53,5639,15496
16,2010,16 February 2010,47,2010.126,1567.6,5706,15356
17,2010,17 February 2010,48,2010.129,1566.6,5328,15704
18,2010,18 February 2010,49,2010.132,1565.52,4644,15850
19,2010,19 February 2010,50,2010.134,1564.4,4713,16335
20,2010,20 February 2010,51,2010.137,1563.24,4334,16400
21,2010,21 February 2010,52,2010.140,1562.04,4074,16526
22,2010,22 February 2010,53,2010.142,1560.72,3273,16969
23,2010,23 February 2010,54,2010.145,1559.42,4702,17033
24,2010,24 February 2010,55,2010.148,1558.2,6987,17210
25,2010,25 February 2010,56,2010.151,1557,6949,17005
26,2010,26 February 2010,57,2010.153,1555.66,7176,18404
27,2010,27 February 2010,58,2010.156,1551.31,7251,18563
28,2010,28 February 2010,59,2010.159,1552.86,6515,18665
1,2010,01 March 2010,60,2010.162,1551.4,6022,18257
2,2010,02 March 2010,61,2010.164,1550.08,5974,17035
3,2010,03 March 2010,62,2010.167,1548.86,6778,17000
4,2010,04 March 2010,63,2010.170,1547.6,6345,16903
5,2010,05 March 2010,64,2010.173,1546.36,6499,16890
6,2010,06 March 2010,65,2010.175,1545.15,6926,17065
7,2010,07 March 2010,66,2010.178,1544,7429,17065
8,2010,08 March 2010,67,2010.181,1542.73,6528,17170
9,2010,09 March 2010,68,2010.184,1541.4,5720,16865
10,2010,10 March 2010,69,2010.186,1540.1,5470,16363
11,2010,11 March 2010,70,2010.189,1538.8,7164,16766
12,2010,12 March 2010,71,2010.192,1537.4,6424,16650
13,2010,13 March 2010,72,2010.195,1536,6545,16770
14,2010,14 March 2010,73,2010.197,1534.58,6279,16650
15,2010,15 March 2010,74,2010.200,1533.18,6424,16650
16,2010,16 March 2010,75,2010.203,1531.77,6565,16862
17,2010,17 March 2010,76,2010.205,1530.57,6985,15750
18,2010,18 March 2010,77,2010.208,1529.33,6893,15950
19,2010,19 March 2010,78,2010.211,1528.1,6886,15869
20,2010,20 March 2010,79,2010.214,1526.88,7040,15950
21,2010,21 March 2010,80,2010.216,1525.72,7478,15950
22,2010,22 March 2010,81,2010.219,1524.78,9084,15950
23,2010,23 March 2010,82,2010.222,1524.08,10837,15950
24,2010,24 March 2010,83,2010.225,1523.16,9231,15950
25,2010,25 March 2010,84,2010.227,1522.1,8128,15870
26,2010,26 March 2010,85,2010.230,1521.08,8416,15865
27,2010,27 March 2010,86,2010.233,1520.5,8914,13150
28,2010,28 March 2010,87,2010.236,1519.94,9140,13150
29,2010,29 March 2010,88,2010.238,1519.3,9292,13110
30,2010,30 March 2010,89,2010.241,1518.66,9293,13110
31,2010,31 March 2010,90,2010.244,1518.1,8983,12324
1,2010,01 April 2010,91,2010.247,1517.58,9933,13035
2,2010,02 April 2010,92,2010.249,1517.59,9061,9001
3,2010,03 April 2010,93,2010.252,1517.47,7785,8500
4,2010,04 April 2010,94,2010.255,1517.25,7187,8500
5,2010,05 April 2010,95,2010.258,1516.27,6949,8500
6,2010,06 April 2010,96,2010.260,1516.8,6997,8130
7,2010,07 April 2010,97,2010.263,1516.63,7444,8458
8,2010,08 April 2010,98,2010.266,1516.48,7154,8049
9,2010,09 April 2010,99,2010.268,1516.48,7863,7863
10,2010,10 April 2010,100,2010.271,1516.6,8967,8251
11,2010,11 April 2010,101,2010.274,1516.96,10069,7922
12,2010,12 April 2010,102,2010.277,1517.29,9969,8000
13,2010,13 April 2010,103,2010.279,1517.72,10721,8157
14,2010,14 April 2010,104,2010.282,1518.25,11005,7843
15,2010,15 April 2010,105,2010.285,1518.5,9491,8000
16,2010,16 April 2010,106,2010.288,1518.66,9073,8118
17,2010,17 April 2010,107,2010.290,1518.93,9770,8160
18,2010,18 April 2010,108,2010.293,1519.46,11081,7919
19,2010,19 April 2010,109,2010.296,1520.08,11805,8000
20,2010,20 April 2010,110,2010.299,1520.76,13096,8129
21,2010,21 April 2010,111,2010.301,1521.2,15504,12209
22,2010,22 April 2010,112,2010.304,1521.38,14053,12739
23,2010,23 April 2010,113,2010.307,1521.72,15595,13111
24,2010,24 April 2010,114,2010.310,1521.79,13870,13359
25,2010,25 April 2010,115,2010.312,1521.56,11720,13400
26,2010,26 April 2010,116,2010.315,1521.18,11145,13921
27,2010,27 April 2010,117,2010.318,1520.48,9506,14619
28,2010,28 April 2010,118,2010.321,1519.9,10555,14657
29,2010,29 April 2010,119,2010.323,1519.61,12692,14421
30,2010,30 April 2010,120,2010.326,1519.49,13666,14382
1,2010,01 May 2010,121,2010.329,1519.07,14368,16873
2,2010,02 May 2010,122,2010.332,1518.55,15936,19039
3,2010,03 May 2010,123,2010.334,1518.01,15741,18961
4,2010,04 May 2010,124,2010.337,1517.44,15657,19057
5,2010,05 May 2010,125,2010.340,1517.45,19580,19521
6,2010,06 May 2010,126,2010.342,1518.45,25644,19679
7,2010,07 May 2010,127,2010.345,1519.54,26023,19521
8,2010,08 May 2010,128,2010.348,1520.55,27133,20372
9,2010,09 May 2010,129,2010.351,1520.92,23183,20481
10,2010,10 May 2010,130,2010.353,1520.55,17977,20679
11,2010,11 May 2010,131,2010.356,1520.08,18583,22016
12,2010,12 May 2010,132,2010.359,1519.8,20244,22021
13,2010,13 May 2010,133,2010.362,1519.25,18858,22139
14,2010,14 May 2010,134,2010.364,1518.28,16196,21982
15,2010,15 May 2010,135,2010.367,1517.53,16422,20896
16,2010,16 May 2010,136,2010.370,1516.7,14991,19942
17,2010,17 May 2010,137,2010.373,1515.68,14016,20100
18,2010,18 May 2010,138,2010.375,1514.8,16210,2159
19,2010,19 May 2010,139,2010.378,1514,17828,22600
20,2010,20 May 2010,140,2010.381,1512.9,15957,2519
21,2010,21 May 2010,141,2010.384,1512,17072,22440
22,2010,22 May 2010,142,2010.386,1511.2,15748,20520
23,2010,23 May 2010,143,2010.389,1510.68,17498,20600
24,2010,24 May 2010,144,2010.392,1511.15,23483,20680
25,2010,25 May 2010,145,2010.395,1511.48,22530,20561
26,2010,26 May 2010,146,2010.397,1512,23820,20718
27,2010,27 May 2010,147,2010.400,1513.04,26804,20600
28,2010,28 May 2010,148,2010.403,1514.4,28712,20600
29,2010,29 May 2010,149,2010.405,1515.85,29367,20718
30,2010,30 May 2010,150,2010.408,1516.87,26764,20679
31,2010,31 May 2010,151,2010.411,1517.18,22934,21086
1,2010,01 June 2010,152,2010.414,1516.18,19942,25907
2,2010,02 June 2010,153,2010.416,1515.58,21788,25367
3,2010,03 June 2010,154,2010.419,1515.85,27061,25450
4,2010,04 June 2010,155,2010.422,1516.58,30054,25700
5,2010,05 June 2010,156,2010.425,1516.94,27927,25779
6,2010,06 June 2010,157,2010.427,1516.5,22917,25542
7,2010,07 June 2010,158,2010.430,1515.95,22275,25556
8,2010,08 June 2010,159,2010.433,1515.34,22143,25783
9,2010,09 June 2010,160,2010.436,1516.18,29524,24584
10,2010,10 June 2010,161,2010.438,1517.01,29452,24500
11,2010,11 June 2010,162,2010.441,1516.97,25386,25625
12,2010,12 June 2010,163,2010.444,1516.22,22484,26958
13,2010,13 June 2010,164,2010.447,1515.19,21590,27734
14,2010,14 June 2010,165,2010.449,1514.16,21756,27900
15,2010,15 June 2010,166,2010.452,1513.16,22576,28541
16,2010,16 June 2010,167,2010.455,1512.02,22659,29459
17,2010,17 June 2010,168,2010.458,1510.94,23287,29729
18,2010,18 June 2010,169,2010.460,1509.98,24814,30541
19,2010,19 June 2010,170,2010.463,1508.66,22710,30583
20,2010,20 June 2010,171,2010.466,1507.66,24452,30417
21,2010,21 June 2010,172,2010.468,1507.66,30458,30458
22,2010,22 June 2010,173,2010.471,1508.42,35033,30500
23,2010,23 June 2010,174,2010.474,1509.68,38133,30617
24,2010,24 June 2010,175,2010.477,1511.28,40286,30742
25,2010,25 June 2010,176,2010.479,1513.6,44580,30741
26,2010,26 June 2010,177,2010.482,1516.06,45457,30783
27,2010,27 June 2010,178,2010.485,1517.27,37502,30284
28,2010,28 June 2010,179,2010.488,1518.65,38577,30346
29,2010,29 June 2010,180,2010.490,1520.5,42405,30700
30,2010,30 June 2010,181,2010.493,1522.61,46068,30658
1,2010,01 July 2010,182,2010.496,1524.96,47780,30617
2,2010,02 July 2010,183,2010.499,1527.03,45178,30059
3,2010,03 July 2010,184,2010.501,1527.92,37090,30590
4,2010,04 July 2010,185,2010.504,1528.6,35592,30625
5,2010,05 July 2010,186,2010.507,1530.18,40873,29334
6,2010,06 July 2010,187,2010.510,1532.51,43476,26458
7,2010,07 July 2010,188,2010.512,1537.06,54659,21427
8,2010,08 July 2010,189,2010.515,1542.56,58790,15865
9,2010,09 July 2010,190,2010.518,1546.19,45765,15349
10,2010,10 July 2010,191,2010.521,1548.81,40546,18591
11,2010,11 July 2010,192,2010.523,1551.43,41175,19222
12,2010,12 July 2010,193,2010.526,1553.98,40788,19421
13,2010,13 July 2010,194,2010.529,1556.4,39148,18868
14,2010,14 July 2010,195,2010.532,1558.06,31370,17460
15,2010,15 July 2010,196,2010.534,1559.4,29895,18667
16,2010,16 July 2010,197,2010.537,1561.16,37603,20538
17,2010,17 July 2010,198,2010.540,1563.07,40953,21135
18,2010,18 July 2010,199,2010.542,1568.2,45785,20882
19,2010,19 July 2010,200,2010.545,1568.2,45785,20882
20,2010,20 July 2010,201,2010.548,1571.38,54368,21372
21,2010,21 July 2010,202,2010.551,1574.88,54320,18003
22,2010,22 July 2010,203,2010.553,1578.67,51544,12218
23,2010,23 July 2010,204,2010.556,1582.21,53305,11922
24,2010,24 July 2010,205,2010.559,1585.14,48684,12118
25,2010,25 July 2010,206,2010.562,1588.03,48818,12750
26,2010,26 July 2010,207,2010.564,1591.45,56442,13759
27,2010,27 July 2010,208,2010.567,1595.49,64894,14474
28,2010,28 July 2010,209,2010.570,1600.6,81726,16893
29,2010,29 July 2010,210,2010.573,1605.4,85705,17336
30,2010,30 July 2010,211,2010.575,1609.1,71839,19138
31,2010,31 July 2010,212,2010.578,1612.17,64813,21085
1,2010,01 August 2010,213,2010.581,1615.76,72057,20921
2,2010,02 August 2010,214,2010.584,1618.52,61229,21917
3,2010,03 August 2010,215,2010.586,1621.73,71534,22570
4,2010,04 August 2010,216,2010.589,1625.34,80685,22500
5,2010,05 August 2010,217,2010.592,1628.69,76756,22761
6,2010,06 August 2010,218,2010.595,1632.85,92158,25108
7,2010,07 August 2010,219,2010.597,1637.44,103893,29912
8,2010,08 August 2010,220,2010.600,1641.24,100215,36793
9,2010,09 August 2010,221,2010.603,1644.28,91175,36843
10,2010,10 August 2010,222,2010.605,1646.76,75661,31338
11,2010,11 August 2010,223,2010.608,1648.5,65650,34452
12,2010,12 August 2010,224,2010.611,1650.6,74057,36700
13,2010,13 August 2010,225,2010.614,1652.98,79197,36661
14,2010,14 August 2010,226,2010.616,1654.88,70219,36261
15,2010,15 August 2010,227,2010.619,1657.12,76344,36312
16,2010,16 August 2010,228,2010.622,1659.43,77525,36239
17,2010,17 August 2010,229,2010.625,1662.14,87999,36404
18,2010,18 August 2010,230,2010.627,1664.5,82192,36265
19,2010,19 August 2010,231,2010.630,1666.56,76180,36091
20,2010,20 August 2010,232,2010.633,1668.53,72817,34480
21,2010,21 August 2010,233,2010.636,1670.83,79057,34298
22,2010,22 August 2010,234,2010.638,1672.13,74611,49312
23,2010,23 August 2010,235,2010.641,1673.16,79658,59613
24,2010,24 August 2010,236,2010.644,1673.55,68909,61320
25,2010,25 August 2010,237,2010.647,1674.06,63532,53607
26,2010,26 August 2010,238,2010.649,1674.53,57321,48175
27,2010,27 August 2010,239,2010.652,1674.8,51795,46541
28,2010,28 August 2010,240,2010.655,1675.22,45978,33781
29,2010,29 August 2010,241,2010.658,1675.72,43630,33900
30,2010,30 August 2010,242,2010.660,1676.19,43047,33900
31,2010,31 August 2010,243,2010.663,1676.69,43673,33943
1,2010,01 September 2010,244,2010.666,1677.29,45533,33857
2,2010,02 September 2010,245,2010.668,1677.93,46355,33900
3,2010,03 September 2010,246,2010.671,1678.59,46744,33900
4,2010,04 September 2010,247,2010.674,1679.4,49660,33900
5,2010,05 September 2010,248,2010.677,1680.05,46630,33900
6,2010,06 September 2010,249,2010.679,1680.34,47369,41262
7,2010,07 September 2010,250,2010.682,1680.55,47124,42700
8,2010,08 September 2010,251,2010.685,1680.8,47965,42700
9,2010,09 September 2010,252,2010.688,1680.95,50528,47369
10,2010,10 September 2010,253,2010.690,1680.39,41207,53001
11,2010,11 September 2010,254,2010.693,1680.14,39518,44784
12,2010,12 September 2010,255,2010.696,1680.16,38737,38315
13,2010,13 September 2010,256,2010.699,1680.19,38232,37600
14,2010,14 September 2010,257,2010.701,1680.92,52974,37600
15,2010,15 September 2010,258,2010.704,1681.08,40925,37555
16,2010,16 September 2010,259,2010.707,1680.77,35344,41873
17,2010,17 September 2010,260,2010.710,1680.28,32180,32180
18,2010,18 September 2010,261,2010.712,1680.03,30393,32781
19,2010,19 September 2010,262,2010.715,1680.29,31540,26064
20,2010,20 September 2010,263,2010.718,1680.74,38142,28665
21,2010,21 September 2010,264,2010.721,1681.1,40104,32522
22,2010,22 September 2010,265,2010.723,1681.18,35227,33542
23,2010,23 September 2010,266,2010.726,1681.53,50201,42829
24,2010,24 September 2010,267,2010.729,1681.11,54486,63332
25,2010,25 September 2010,268,2010.732,1680.59,42911,53862
26,2010,26 September 2010,269,2010.734,1680.47,37853,42382
27,2010,27 September 2010,270,2010.737,1680.44,33774,34406
28,2010,28 September 2010,271,2010.740,1680.61,30642,27060
29,2010,29 September 2010,272,2010.742,1680.67,28184,26921
30,2010,30 September 2010,273,2010.745,1680.67,27329,27329
1,2010,01 October 2010,274,2010.748,1680.63,26241,27083
2,2010,02 October 2010,275,2010.751,1680.63,24604,24604
3,2010,03 October 2010,276,2010.753,1680.61,24079,24500
4,2010,04 October 2010,277,2010.756,1680.63,23211,22790
5,2010,05 October 2010,278,2010.759,1680.6,21862,22494
6,2010,06 October 2010,279,2010.762,1680.56,21608,22450
7,2010,07 October 2010,280,2010.764,1680.46,20386,22493
8,2010,08 October 2010,281,2010.767,1680.32,19458,22407
9,2010,09 October 2010,282,2010.770,1680.33,19178,18967
10,2010,10 October 2010,283,2010.773,1680.35,18380,17959
11,2010,11 October 2010,284,2010.775,1680.31,17697,18539
12,2010,12 October 2010,285,2010.778,1680.29,17521,17942
13,2010,13 October 2010,286,2010.781,1680.25,16957,17800
14,2010,14 October 2010,287,2010.784,1680.14,15566,17883
15,2010,15 October 2010,288,2010.786,1680,14769,17717
16,2010,16 October 2010,289,2010.789,1679.92,15316,16874
17,2010,17 October 2010,290,2010.792,1679.93,15745,15550
18,2010,18 October 2010,291,2010.795,1679.88,14361,15334
19,2010,19 October 2010,292,2010.797,1679.88,15083,15083
20,2010,20 October 2010,293,2010.800,1679.88,14916,14916
